Operation,Runtime (s),CPU Energy (J),GPU Energy (J),Output Token Limit,Input Token Size,Iteration,Model Name,Number of GPUs,Prompt,Output Token Size,Batch Size,System Name,GPU Memory (MB)
inference-E-22,10.243172883987427,25.21961566151982,75.61963498000003,64,157,22,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-23,10.246660947799683,25.14081453466311,76.71602806999998,64,157,23,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-24,10.221795797348022,24.978740192308216,76.08304546,64,157,24,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-25,10.253252983093262,24.44082316830788,76.28513313,64,157,25,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-26,10.208584070205688,25.25108290511595,76.02165989000001,64,157,26,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-27,10.246317148208618,25.317091842158565,76.37145783,64,157,27,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-28,10.202064752578735,25.087613358918258,76.00050461,64,157,28,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-29,5.8678319454193115,9.500237650844994,33.05736935000001,64,157,29,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",180,32,M1-Pro,12916.515625
inference-E-30,10.17421579360962,24.907085777303624,75.86465572,64,157,30,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-31,4.115177154541016,3.3900689009611513,16.11183645,64,157,31,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",164,32,M1-Pro,12916.515625
inference-E-32,10.214332103729248,25.184473549008448,76.46775666999999,64,157,32,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-33,10.209908962249756,25.106221942056948,75.78329132000002,64,157,33,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-34,10.24735403060913,25.00485104189257,75.87257387000001,64,157,34,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-35,10.257926940917969,25.05650483887031,76.0013024,64,157,35,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-36,10.741571187973022,25.696729149291322,78.98527714000001,64,157,36,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-37,10.262466669082642,25.222345561671638,75.79350622,64,157,37,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-38,10.266746759414673,25.178446717525958,75.80502132000001,64,157,38,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-39,10.268298864364624,25.182884569417055,75.86601078000001,64,157,39,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-40,10.254486083984375,25.08185400303083,75.49033361,64,157,40,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-41,10.227833986282349,25.185877791934566,75.77801006000001,64,157,41,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-42,10.280142068862915,25.106961589448765,75.52929156,64,157,42,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-43,11.394532918930054,27.962365045171914,79.94535592,64,157,43,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-44,10.666122913360596,25.806947493158297,78.41451452000003,64,157,44,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-45,10.197407960891724,24.920360042708033,75.82726955999999,64,157,45,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-46,10.43546199798584,25.934768457227523,77.12924145000001,64,157,46,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-47,10.435811996459961,25.884373192234584,76.98156015,64,157,47,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-48,10.203625202178955,25.163673999094836,75.09914273999998,64,157,48,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-49,10.198508024215698,25.11393414687137,75.49654233,64,157,49,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-50,10.45622205734253,25.6642750159704,76.89368068,64,157,50,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-51,10.389566898345947,25.88720873129969,77.00813203999999,64,157,51,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-52,10.403647899627686,25.809686142883702,76.37351218999999,64,157,52,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-53,10.929603099822998,27.27932750906166,79.56315828999999,64,157,53,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-54,4.072177171707153,3.3058529441971647,16.38070935,64,157,54,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",164,32,M1-Pro,12916.515625
inference-E-55,10.684077978134155,26.73150136548913,78.76344018,64,157,55,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-56,10.246984958648682,24.978538395756864,76.76460399000001,64,157,56,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-57,10.247085094451904,24.946356070101753,76.33574817000002,64,157,57,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-58,10.266056060791016,25.091391927546393,76.97944901,64,157,58,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-59,10.020396947860718,24.347361850536622,75.04213450999998,64,157,59,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-60,10.275143146514893,25.015361126649374,76.73182901,64,157,60,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-61,10.001546382904053,24.105217706199934,74.95923479000001,64,157,61,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-62,4.067589998245239,3.335793401145179,16.50079742,64,157,62,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",165,32,M1-Pro,12916.515625
inference-E-63,10.00909686088562,24.181248857954007,75.27137178000001,64,157,63,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-64,10.00936508178711,24.27783906197929,75.01959403999997,64,157,64,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-65,10.24142575263977,25.113487576020656,76.94971551999998,64,157,65,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-66,10.005414962768555,24.145272157798647,74.75723211,64,157,66,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-67,9.998657941818237,24.20736101288484,75.81007792000001,64,157,67,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-68,10.22994089126587,24.879060748721397,76.95651860000001,64,157,68,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-69,9.987547159194946,23.882304768611363,74.83147050000001,64,157,69,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-70,10.21976089477539,25.200138370845412,76.73282765,64,157,70,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-71,9.981857061386108,24.235006170578345,75.01215221999999,64,157,71,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-72,10.885934114456177,25.828214995744627,76.6723112,64,157,72,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-73,10.900026798248291,25.58488868556084,76.64772393000001,64,157,73,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-74,10.245588064193726,24.99184643492353,76.95198075000002,64,157,74,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-75,10.241583824157715,25.20160197361935,77.06247676000001,64,157,75,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-76,10.204239845275879,25.02572661609827,76.05918501000001,64,157,76,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-77,10.406017065048218,25.73150066014458,78.55027079999999,64,157,77,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-78,10.17516803741455,24.98472468654852,76.71159833,64,157,78,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-E-79,11.364084005355835,27.469597740116853,83.79550209,64,157,79,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-F-0,33.405927896499634,99.26715033768458,94.25529404000004,64,269,0,Llama-2-7b-chat-hf,1,"
/* An improved random number generation package. ",333,32,M1-Pro,12916.515625
inference-F-1,12.0121328830719,26.877409357090414,96.33481435000002,64,269,1,Llama-2-7b-chat-hf,1,"
/* An improved random number generation package. ",333,32,M1-Pro,12916.515625
inference-F-2,11.103508949279785,25.760334330718962,92.91278375000002,64,269,2,Llama-2-7b-chat-hf,1,"
/* An improved random number generation package. ",333,32,M1-Pro,12916.515625
inference-F-3,11.10674500465393,26.032216379009576,92.56201931,64,269,3,Llama-2-7b-chat-hf,1,"
/* An improved random number generation package. ",333,32,M1-Pro,12916.515625
inference-F-4,11.407878875732422,26.485084540536846,96.11808780999998,64,269,4,Llama-2-7b-chat-hf,1,"
/* An improved random number generation package. ",333,32,M1-Pro,12916.515625
inference-F-5,11.082371234893799,25.86019117070334,92.95795571000002,64,269,5,Llama-2-7b-chat-hf,1,"
/* An improved random number generation package. ",333,32,M1-Pro,12916.515625
inference-F-6,11.165328979492188,25.67809489365966,93.34651838,64,269,6,Llama-2-7b-chat-hf,1,"
/* An improved random number generation package. ",333,32,M1-Pro,12916.515625
inference-F-7,11.314357042312622,26.366586902568194,94.66681784,64,269,7,Llama-2-7b-chat-hf,1,"
/* An improved random number generation package. ",333,32,M1-Pro,12916.515625
inference-F-8,11.724812984466553,26.829951729213132,96.61902272999998,64,269,8,Llama-2-7b-chat-hf,1,"
/* An improved random number generation package. ",333,32,M1-Pro,12916.515625
inference-F-9,11.326879978179932,26.411122312757797,94.97014557,64,269,9,Llama-2-7b-chat-hf,1,"
/* An improved random number generation package. ",333,32,M1-Pro,12916.515625
inference-F-10,11.314676284790039,25.987777208550146,94.37218472999999,64,269,10,Llama-2-7b-chat-hf,1,"
/* An improved random number generation package. ",333,32,M1-Pro,12916.515625
inference-F-11,11.110362768173218,25.56266034557933,93.45930423999998,64,269,11,Llama-2-7b-chat-hf,1,"
/* An improved random number generation package. ",332,32,M1-Pro,12916.515625
inference-F-12,10.855450868606567,24.959984437895226,91.45310249,64,269,12,Llama-2-7b-chat-hf,1,"
/* An improved random number generation package. ",333,32,M1-Pro,12916.515625
inference-F-13,11.098418951034546,25.815318522028306,92.98502446999998,64,269,13,Llama-2-7b-chat-hf,1,"
/* An improved random number generation package. ",333,32,M1-Pro,12916.515625
inference-F-14,11.7376868724823,26.339195452781244,95.12845128000001,64,269,14,Llama-2-7b-chat-hf,1,"
/* An improved random number generation package. ",333,32,M1-Pro,12916.515625
inference-F-15,11.083414077758789,25.321256456472497,92.95853916,64,269,15,Llama-2-7b-chat-hf,1,"
/* An improved random number generation package. ",333,32,M1-Pro,12916.515625
load model,22.124583959579468,22.453507034453622,0.9214782199999998,64,0,0,Llama-2-7b-chat-hf,1,,0,32,M1-Pro,12916.515625
inference-A-0,16.880491971969604,48.38317689567757,55.43517650000001,64,9,0,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-1,9.083351135253906,22.968106604614867,56.33498515,64,9,1,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-2,5.346840143203735,9.530255235105088,21.4408336,64,9,2,Llama-2-7b-chat-hf,1,What is the largest city in France?,33,32,M1-Pro,12916.515625
inference-A-3,5.656589031219482,10.317012342567654,23.009878290000003,64,9,3,Llama-2-7b-chat-hf,1,What is the largest city in France?,33,32,M1-Pro,12916.515625
inference-A-4,9.39262318611145,23.83357802537452,57.058439249999985,64,9,4,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-5,9.308274030685425,23.718791291226985,56.60626866999999,64,9,5,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-6,5.575419902801514,10.306760163619774,22.72073093,64,9,6,Llama-2-7b-chat-hf,1,What is the largest city in France?,34,32,M1-Pro,12916.515625
inference-A-7,9.544904947280884,24.71988664131606,57.726426509999996,64,9,7,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-8,5.5870959758758545,10.165962769349598,23.00343588,64,9,8,Llama-2-7b-chat-hf,1,What is the largest city in France?,34,32,M1-Pro,12916.515625
inference-A-9,8.888291835784912,22.947740113708992,51.21201224000001,64,9,9,Llama-2-7b-chat-hf,1,What is the largest city in France?,66,32,M1-Pro,12916.515625
inference-A-10,9.274810075759888,23.826784200029678,56.161422099999996,64,9,10,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-11,9.766631841659546,25.159204965575775,56.71490192,64,9,11,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-12,10.431685209274292,27.12541657471747,60.137456539999995,64,9,12,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-13,10.150280237197876,25.60329517639746,57.753784380000006,64,9,13,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-14,9.973855018615723,25.213144397795418,60.2159081,64,9,14,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-15,10.154541015625,26.077818533826193,61.00473775999999,64,9,15,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
load model,21.23860216140747,26.900443070431376,0.7042477800000002,64,0,0,Llama-2-7b-chat-hf,1,,0,32,M1-Pro,12916.515625
inference-A-0,17.48861789703369,49.2934190377205,56.73994311999999,64,9,0,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-B-0,10.973712921142578,30.144501016825593,59.08864041000001,64,21,0,Llama-2-7b-chat-hf,1,Can you explain the difference between a simile an,85,32,M1-Pro,12916.515625
inference-C-0,11.652350902557373,32.65156994352367,59.390070920000014,64,38,0,Llama-2-7b-chat-hf,1,What are some effective strategies for managing st,102,32,M1-Pro,12916.515625
inference-D-0,16.048931121826172,49.225313249743756,64.19148860999998,64,78,0,Llama-2-7b-chat-hf,1,Imagine you are an expert travel guide for Japan. ,142,32,M1-Pro,12916.515625
inference-E-0,23.533418893814087,76.34497329438634,73.59125419,64,157,0,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-F-0,31.7327721118927,96.99937128008018,91.68930122000003,64,269,0,Llama-2-7b-chat-hf,1,"
/* An improved random number generation package. ",333,32,M1-Pro,12916.515625
inference-G-0,116.91927719116211,223.54545635054149,189.91265830999996,64,984,0,Llama-2-7b-chat-hf,1,"
void
_quicksort (void *const pbase, size_t total_",1048,32,M1-Pro,12916.515625
inference-H-0,179.7854781150818,297.46202593255083,353.0984943399999,64,2119,0,Llama-2-7b-chat-hf,1,"
#include <alloca.h>
#include <limits.h>
#include ",2183,32,M1-Pro,12916.515625
inference-A-1,10.51935076713562,28.236097840315004,58.66728540000001,64,9,1,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-B-1,9.668909072875977,24.8098377577009,59.959345349999985,64,21,1,Llama-2-7b-chat-hf,1,Can you explain the difference between a simile an,85,32,M1-Pro,12916.515625
inference-C-1,9.434229850769043,24.401246207780453,59.488956220000006,64,38,1,Llama-2-7b-chat-hf,1,What are some effective strategies for managing st,102,32,M1-Pro,12916.515625
inference-D-1,12.227138996124268,29.453103050414242,68.45993688,64,78,1,Llama-2-7b-chat-hf,1,Imagine you are an expert travel guide for Japan. ,142,32,M1-Pro,12916.515625
inference-E-1,26.500965118408203,64.7622003421092,74.23622988999998,64,157,1,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-F-1,20.486276149749756,48.920095438993314,90.11777396999997,64,269,1,Llama-2-7b-chat-hf,1,"
/* An improved random number generation package. ",333,32,M1-Pro,12916.515625
inference-G-1,82.48916697502136,112.84378055433645,191.07705464999975,64,984,1,Llama-2-7b-chat-hf,1,"
void
_quicksort (void *const pbase, size_t total_",1048,32,M1-Pro,12916.515625
inference-H-1,139.97724199295044,188.83379632048323,361.24089284000013,64,2119,1,Llama-2-7b-chat-hf,1,"
#include <alloca.h>
#include <limits.h>
#include ",2183,32,M1-Pro,12916.515625
inference-A-2,10.076648950576782,27.932290708743086,57.37966623,64,9,2,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-B-2,9.59984016418457,24.913770707234136,57.39850889,64,21,2,Llama-2-7b-chat-hf,1,Can you explain the difference between a simile an,85,32,M1-Pro,12916.515625
inference-C-2,9.894968032836914,28.398432086995676,61.66009164999999,64,38,2,Llama-2-7b-chat-hf,1,What are some effective strategies for managing st,102,32,M1-Pro,12916.515625
inference-D-2,11.368587970733643,30.610238424421432,65.77860092,64,78,2,Llama-2-7b-chat-hf,1,Imagine you are an expert travel guide for Japan. ,142,32,M1-Pro,12916.515625
inference-E-2,26.56638813018799,60.661473992910295,74.84024971999999,64,157,2,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-F-2,21.69002103805542,52.06085969960555,90.36437430000001,64,269,2,Llama-2-7b-chat-hf,1,"
/* An improved random number generation package. ",333,32,M1-Pro,12916.515625
inference-G-2,92.41890716552734,124.37157944197068,192.2604095100001,64,984,2,Llama-2-7b-chat-hf,1,"
void
_quicksort (void *const pbase, size_t total_",1048,32,M1-Pro,12916.515625
inference-H-2,133.69694709777832,175.9581083739384,368.91029174000016,64,2119,2,Llama-2-7b-chat-hf,1,"
#include <alloca.h>
#include <limits.h>
#include ",2183,32,M1-Pro,12916.515625
inference-A-3,10.29584288597107,28.71589570081569,58.065493299999986,64,9,3,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-B-3,10.321928024291992,27.449736207041205,58.38219212000001,64,21,3,Llama-2-7b-chat-hf,1,Can you explain the difference between a simile an,85,32,M1-Pro,12916.515625
load model,22.212682008743286,26.470100660627566,1.5077477000000006,64,0,0,Llama-2-7b-chat-hf,1,,0,32,M1-Pro,12916.515625
inference-A-0,17.436625003814697,50.08977313243429,56.2718691,64,9,0,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-B-0,11.18327283859253,31.13322945192499,59.59236337999999,64,21,0,Llama-2-7b-chat-hf,1,Can you explain the difference between a simile an,85,32,M1-Pro,12916.515625
inference-C-0,11.84023404121399,33.504857683087316,59.982660089999996,64,38,0,Llama-2-7b-chat-hf,1,What are some effective strategies for managing st,102,32,M1-Pro,12916.515625
inference-D-0,15.944368124008179,49.15365238961742,63.28755506999998,64,78,0,Llama-2-7b-chat-hf,1,Imagine you are an expert travel guide for Japan. ,142,32,M1-Pro,12916.515625
inference-E-0,24.703533172607422,80.43212275404086,74.2068847,64,157,0,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",221,32,M1-Pro,12916.515625
inference-F-0,32.37028098106384,100.4348891463257,90.91941378000004,64,269,0,Llama-2-7b-chat-hf,1,"
/* An improved random number generation package. ",333,32,M1-Pro,12916.515625
load model,20.714922189712524,25.511152073247796,1.1575156700000004,64,0,0,Llama-2-7b-chat-hf,1,,0,32,M1-Pro,12916.515625
inference-A-0,17.806411027908325,48.21807280711391,58.390536340000025,64,9,0,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-B-0,11.589661121368408,31.15029752227023,58.95773207,64,21,0,Llama-2-7b-chat-hf,1,Can you explain the difference between a simile an,85,32,M1-Pro,12916.515625
load model,20.078983068466187,20.44554495070058,1.9663560400000002,64,0,0,Llama-2-7b-chat-hf,1,,0,32,M1-Pro,12916.515625
load model,21.61640691757202,28.184575281421843,1.4510603899999994,64,0,0,Llama-2-7b-chat-hf,1,,0,32,M1-Pro,12916.515625
inference-A-0,45.21535110473633,99.26319377029189,239.8100658200001,64,9,0,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-B-0,27.20182204246521,45.4535449677135,293.87142086999995,64,21,0,Llama-2-7b-chat-hf,1,Can you explain the difference between a simile an,85,32,M1-Pro,12916.515625
inference-C-0,34.273914098739624,58.76697785532771,370.8441600499999,64,38,0,Llama-2-7b-chat-hf,1,What are some effective strategies for managing st,102,32,M1-Pro,12916.515625
inference-D-0,72.29942297935486,169.15847431578837,553.1608829200001,64,78,0,Llama-2-7b-chat-hf,1,Imagine you are an expert travel guide for Japan. ,140,32,M1-Pro,12916.515625
inference-E-0,139.04686212539673,313.3999722001616,923.4508146000002,64,157,0,Llama-2-7b-chat-hf,1,"
        As an AI language model, you possess the ",216,32,M1-Pro,12916.515625
load model,22.06805682182312,24.90461245715143,2.5708729700000013,64,0,0,Llama-2-7b-chat-hf,1,,0,32,M1-Pro,12916.515625
inference-A-0,40.23300004005432,103.63158280921805,238.96523935000005,64,9,0,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-1,18.71984577178955,22.516210073185288,243.13612275999998,64,9,1,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-2,18.681432962417603,23.22137239240778,242.74389928000005,64,9,2,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-3,18.817161798477173,24.736981626510815,246.32031647000002,64,9,3,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-4,18.724306106567383,23.334895787028955,243.71338574,64,9,4,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-5,18.910644054412842,27.07204776308241,247.49016461000002,64,9,5,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-6,18.689539909362793,24.354404857724155,243.87617269,64,9,6,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-7,18.939492225646973,26.313156753198598,249.20553969999995,64,9,7,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-8,18.730271339416504,22.758694647825642,244.63769176999998,64,9,8,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-9,18.701887845993042,23.35492408413182,244.82844782999993,64,9,9,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-10,18.743225812911987,23.3072901564591,244.48999972000001,64,9,10,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-11,18.72169280052185,22.77958445055718,244.28018810000006,64,9,11,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-12,18.739068269729614,22.619412663903407,244.18258143999998,64,9,12,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-13,18.718926906585693,22.9313974471416,244.37264519,64,9,13,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-14,18.68722367286682,23.11367187864956,244.42421564000003,64,9,14,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-15,18.97900891304016,23.8908387793903,247.09278552000004,64,9,15,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-16,18.774837970733643,22.31560650422067,245.26842175999997,64,9,16,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-17,18.739871978759766,21.881930368611183,244.17861912,64,9,17,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-18,18.705420970916748,22.347873227022436,244.24983186000003,64,9,18,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-19,18.78281593322754,22.49375347058988,245.31284420999998,64,9,19,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-20,18.733249187469482,22.88291070672626,244.26860287000002,64,9,20,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-21,18.749181032180786,22.167510067675625,245.46199568,64,9,21,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-22,18.738166093826294,22.164551053314252,245.11088912,64,9,22,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-23,18.72658920288086,22.565306766266286,244.64752245,64,9,23,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-24,18.700926303863525,22.724780941454856,244.98938098999997,64,9,24,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-25,18.73567795753479,22.416561975904642,244.51513873000002,64,9,25,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-26,18.755765199661255,22.340886146050945,244.74917508,64,9,26,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-27,18.68763017654419,22.56536366847454,245.37877409,64,9,27,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
inference-A-28,18.932358980178833,23.09063851895959,246.94674045999994,64,9,28,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,32,M1-Pro,12916.515625
